id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
530,70,female,3,free,quite rich,little,9494,8,education
531,40,male,3,own,nan,little,5848,7,radio/TV
532,26,female,0,free,quite rich,nan,7572,58,repairs
533,29,female,1,rent,nan,nan,380,47,education
534,70,male,1,rent,quite rich,rich,15689,29,domestic appliances
535,18,female,3,rent,little,little,6230,29,furniture/equipment
536,18,female,3,rent,moderate,moderate,17394,37,business
537,64,male,2,rent,moderate,little,823,24,repairs
538,51,male,1,free,moderate,little,15311,33,education
539,49,male,1,own,quite rich,little,2874,54,domestic appliances
540,71,male,1,rent,quite rich,nan,7586,32,repairs
541,65,female,2,own,quite rich,moderate,8320,33,car
542,42,female,3,free,rich,little,3489,50,business
543,57,male,2,own,rich,moderate,18204,6,radio/TV
544,62,male,3,free,rich,rich,15653,55,business
545,70,male,3,free,rich,moderate,7527,37,radio/TV
546,18,male,3,rent,nan,little,12401,18,education
547,33,female,3,rent,nan,little,11956,6,furniture/equipment
548,56,female,1,rent,little,little,19907,44,furniture/equipment
549,22,female,2,rent,rich,little,10990,12,furniture/equipment
550,39,female,1,own,nan,little,3723,19,business
551,46,female,0,own,quite rich,moderate,5695,58,domestic appliances
552,72,male,1,free,quite rich,little,1040,50,repairs
553,20,male,3,own,rich,little,9348,40,business
554,29,female,3,free,moderate,nan,1219,37,repairs
555,43,female,3,free,rich,nan,2240,26,education
556,33,male,1,free,rich,rich,2772,35,repairs
557,68,female,3,free,moderate,moderate,18002,45,business
558,54,female,0,rent,moderate,moderate,17439,29,furniture/equipment
559,39,female,1,free,moderate,moderate,3626,28,education
560,74,female,1,rent,little,rich,17213,53,furniture/equipment
561,46,male,0,free,moderate,rich,8616,56,car
562,31,female,1,rent,nan,little,13626,14,radio/TV
563,45,female,3,rent,little,nan,244,37,radio/TV
564,22,female,3,own,rich,nan,3065,25,education
565,64,female,0,own,moderate,rich,18898,10,repairs
566,66,female,0,free,nan,moderate,13860,6,business
567,47,male,1,rent,moderate,nan,5616,29,education
568,63,male,1,free,moderate,nan,2807,28,business
569,69,male,1,own,little,rich,2220,52,education
570,22,female,3,free,nan,little,6922,53,business
571,29,female,0,own,nan,rich,931,59,radio/TV
572,33,male,3,rent,rich,moderate,13867,52,radio/TV
573,43,male,0,rent,rich,little,1880,15,domestic appliances
574,43,female,2,rent,nan,nan,13032,31,radio/TV
575,65,female,0,rent,quite rich,little,15622,24,furniture/equipment
576,38,male,2,free,little,rich,5039,36,domestic appliances
577,56,female,0,rent,little,little,9069,13,education
578,53,female,3,own,rich,rich,529,10,domestic appliances
579,50,male,1,free,nan,nan,5959,25,radio/TV
580,47,female,1,own,moderate,nan,17933,14,repairs
581,54,female,1,own,quite rich,rich,13740,53,domestic appliances
582,40,female,2,rent,quite rich,nan,15826,15,education
583,27,male,1,free,rich,moderate,19665,47,business
584,71,female,3,own,moderate,moderate,6463,31,education
585,22,female,3,rent,moderate,moderate,6968,54,education
586,53,male,0,rent,little,little,10374,41,domestic appliances
587,51,female,1,free,nan,nan,7562,47,domestic appliances
588,69,female,3,free,moderate,moderate,9797,6,car
589,48,female,1,rent,nan,rich,14569,57,domestic appliances
590,27,male,0,free,nan,nan,18267,8,radio/TV
591,36,male,2,free,rich,rich,1423,37,business
592,49,female,3,rent,nan,moderate,5117,21,education
593,18,male,3,free,quite rich,nan,15809,13,furniture/equipment
594,73,male,1,free,quite rich,moderate,3731,42,radio/TV
595,22,male,2,rent,moderate,moderate,16308,7,education
596,62,male,3,rent,nan,little,16308,10,repairs
597,21,male,2,own,moderate,moderate,19819,10,repairs
598,33,male,1,rent,little,little,3693,44,education
599,41,male,0,own,nan,moderate,6939,43,education
600,33,male,3,free,little,little,19494,6,repairs
601,72,male,2,rent,quite rich,rich,643,36,radio/TV
602,19,female,0,free,moderate,little,8492,36,radio/TV
603,66,male,2,rent,little,nan,11337,45,business
604,45,male,1,rent,nan,moderate,5557,22,repairs
605,49,female,0,rent,rich,moderate,6194,42,furniture/equipment
606,44,female,3,own,moderate,little,9870,51,repairs
607,37,female,3,rent,moderate,rich,14156,13,car
608,41,female,0,rent,moderate,rich,9568,32,furniture/equipment
609,29,male,2,own,little,rich,15660,55,business
610,67,male,0,rent,moderate,rich,2294,49,education
611,52,male,1,own,rich,little,17155,15,education
612,50,female,3,free,little,moderate,9672,35,domestic appliances
613,50,male,0,own,quite rich,moderate,4207,47,car
614,68,male,3,free,moderate,rich,8257,28,furniture/equipment
615,60,female,0,rent,quite rich,rich,10232,11,radio/TV
616,54,female,2,own,quite rich,rich,9420,51,car
617,29,female,3,free,moderate,nan,18964,22,education
618,20,female,0,free,quite rich,rich,15917,19,repairs
619,18,female,0,own,rich,moderate,335,46,radio/TV
620,50,male,1,rent,rich,moderate,6138,47,radio/TV
621,57,female,3,free,nan,moderate,13018,22,repairs
622,27,female,0,own,quite rich,moderate,12400,8,repairs
623,60,male,1,free,rich,rich,19691,54,business
624,61,male,0,free,nan,little,12077,14,car
625,46,male,3,own,little,rich,5817,39,radio/TV
626,30,female,0,own,quite rich,nan,7757,47,car
627,29,female,3,rent,quite rich,little,5771,20,repairs
628,48,male,3,rent,moderate,moderate,1937,42,radio/TV
629,63,male,1,free,nan,rich,6019,40,education
630,19,female,0,rent,little,rich,6915,35,car
631,68,male,3,free,rich,moderate,14982,47,repairs
632,67,male,0,own,nan,nan,317,15,furniture/equipment
633,52,male,2,own,moderate,moderate,18535,48,furniture/equipment
634,40,male,2,rent,nan,nan,8682,11,education
635,34,female,0,free,quite rich,little,13428,21,furniture/equipment
636,43,female,1,rent,quite rich,moderate,19530,51,education
637,25,female,2,free,rich,little,9216,29,radio/TV
638,46,male,3,free,quite rich,nan,19281,34,furniture/equipment
639,43,female,0,own,rich,moderate,12886,56,repairs
640,27,female,3,own,quite rich,little,14094,49,repairs
641,43,male,3,free,nan,moderate,11337,33,radio/TV
642,51,male,2,rent,rich,moderate,19658,22,radio/TV
643,68,female,3,rent,nan,moderate,6545,25,radio/TV
644,58,male,0,rent,little,nan,4809,49,business
645,24,male,1,free,nan,little,1618,46,car
646,21,female,2,free,little,nan,1046,44,education
647,70,female,2,free,moderate,moderate,8461,46,business
648,67,female,0,own,nan,nan,1551,16,education
649,62,male,1,free,quite rich,rich,13018,24,radio/TV
650,28,male,1,rent,quite rich,moderate,14854,29,furniture/equipment
651,46,male,3,free,nan,little,13445,15,business
652,73,male,1,free,nan,little,7732,52,furniture/equipment
653,53,male,0,own,little,moderate,8853,43,education
654,42,male,1,own,quite rich,rich,18355,25,furniture/equipment
655,38,female,1,own,moderate,rich,17749,10,education
656,74,female,3,own,moderate,little,15524,50,car
657,53,male,3,rent,nan,rich,1750,12,business
658,27,female,0,free,little,moderate,9314,6,furniture/equipment
659,54,female,1,free,rich,moderate,17277,19,domestic appliances
660,26,female,1,own,quite rich,rich,5685,56,furniture/equipment
661,41,male,2,rent,quite rich,moderate,16278,27,radio/TV
662,52,female,1,rent,moderate,little,1437,11,car
663,66,female,2,own,moderate,little,7836,50,radio/TV
664,52,male,3,own,moderate,moderate,13398,36,domestic appliances
665,65,male,3,own,nan,nan,4069,19,business
666,53,male,3,free,rich,nan,12862,21,domestic appliances
667,35,female,2,own,rich,little,5966,39,repairs
668,66,female,2,free,moderate,moderate,10684,52,business
669,56,female,2,own,nan,nan,290,51,car
670,49,male,1,own,little,rich,3119,21,education
671,41,male,3,rent,nan,moderate,15676,11,furniture/equipment
672,40,male,2,rent,quite rich,rich,5158,45,radio/TV
673,49,female,3,free,quite rich,little,2440,14,furniture/equipment
674,54,female,2,free,moderate,rich,1989,23,domestic appliances
675,29,female,2,rent,rich,rich,3501,31,repairs
676,66,male,3,rent,rich,little,8185,57,business
677,72,male,1,free,quite rich,nan,2618,38,repairs
678,30,female,0,rent,quite rich,rich,880,32,education
679,40,female,2,free,moderate,nan,9030,56,domestic appliances
680,42,female,3,own,rich,moderate,17715,42,car
681,52,male,3,rent,quite rich,nan,5122,19,radio/TV
682,58,female,2,free,moderate,rich,6718,36,furniture/equipment
683,47,male,3,own,little,nan,9795,41,education
684,34,female,0,rent,nan,little,6870,51,furniture/equipment
685,66,female,1,free,little,moderate,3950,19,domestic appliances
686,37,female,2,free,little,rich,10099,30,furniture/equipment
687,65,female,3,free,quite rich,nan,4394,47,radio/TV
688,42,female,3,free,rich,moderate,5436,10,repairs
689,39,female,3,rent,quite rich,nan,17978,24,repairs
690,30,female,1,own,little,moderate,11997,10,domestic appliances
691,36,female,3,free,nan,little,17182,50,business
692,66,female,2,free,little,nan,14804,56,radio/TV
693,53,female,1,rent,quite rich,rich,1438,49,domestic appliances
694,29,male,1,own,moderate,moderate,19074,59,domestic appliances
695,58,male,2,rent,quite rich,moderate,5148,58,furniture/equipment
696,36,female,3,rent,quite rich,moderate,17290,26,furniture/equipment
697,29,female,2,rent,quite rich,moderate,3350,22,education
698,26,male,1,rent,rich,little,14072,37,car
699,24,male,3,free,moderate,moderate,19187,20,furniture/equipment
700,45,male,2,free,rich,moderate,935,7,business
701,31,female,0,rent,nan,nan,10664,39,education
702,48,female,1,own,rich,nan,9097,23,repairs
703,69,female,3,own,little,little,920,24,business
704,36,female,0,rent,little,nan,18886,12,domestic appliances
705,64,male,2,free,nan,little,1582,41,radio/TV
706,33,male,3,free,little,little,10455,17,car
707,70,male,3,own,little,nan,9011,54,radio/TV
708,22,male,0,own,nan,little,6489,6,business
709,52,female,0,rent,quite rich,rich,13627,42,business
710,29,male,1,own,nan,nan,17020,9,education
711,42,male,0,free,nan,nan,15958,39,furniture/equipment
712,69,female,3,own,moderate,rich,12195,44,business
713,38,female,3,own,moderate,little,7217,25,furniture/equipment
714,53,female,2,free,rich,rich,12041,15,domestic appliances
715,70,male,1,rent,nan,nan,9470,46,business
716,40,male,2,own,moderate,moderate,16592,35,radio/TV
717,33,female,3,free,little,nan,6422,58,domestic appliances
718,74,female,2,rent,rich,moderate,6610,50,business
719,56,female,0,own,nan,little,14012,37,furniture/equipment
720,62,female,2,own,nan,nan,3862,35,radio/TV
721,70,male,3,rent,rich,moderate,17330,30,furniture/equipment
722,59,female,0,own,little,moderate,14768,36,domestic appliances
723,56,male,3,rent,nan,nan,6158,12,education
724,31,female,1,free,nan,moderate,11767,56,car
725,48,female,1,rent,little,moderate,13323,18,repairs
726,22,male,0,rent,rich,nan,7484,38,business
727,52,female,1,own,little,nan,10338,51,business
728,40,female,1,rent,rich,nan,6246,25,radio/TV
729,46,female,1,own,little,little,3006,6,business
730,60,male,1,rent,moderate,moderate,15597,49,education
731,28,male,3,free,quite rich,moderate,4509,46,business
732,35,female,0,free,nan,moderate,10179,48,repairs
733,64,female,0,rent,nan,rich,2086,15,education
734,29,male,3,rent,nan,moderate,3637,22,car
735,26,male,2,own,rich,rich,895,42,business
736,27,male,2,free,quite rich,little,16594,12,radio/TV
737,61,female,1,own,moderate,little,5611,33,education
738,34,female,0,own,quite rich,little,13071,27,domestic appliances
739,55,female,0,own,moderate,rich,7799,6,radio/TV
740,24,female,0,free,nan,rich,10286,15,domestic appliances
741,63,male,2,rent,rich,little,6664,41,radio/TV
742,30,male,1,free,quite rich,moderate,1859,53,furniture/equipment
743,57,male,0,own,little,little,18014,20,furniture/equipment
744,59,female,2,own,rich,nan,8891,54,domestic appliances
745,26,male,3,own,quite rich,nan,7091,51,domestic appliances
746,67,female,0,own,little,moderate,11211,51,furniture/equipment
747,44,male,3,rent,nan,moderate,11403,17,business
748,19,female,0,own,rich,moderate,16717,42,domestic appliances
749,22,female,2,rent,quite rich,nan,7206,50,education
750,46,male,2,rent,nan,nan,4967,10,domestic appliances
751,54,male,0,own,moderate,little,12958,54,furniture/equipment
752,55,male,1,own,nan,rich,18347,56,radio/TV
753,36,male,1,rent,quite rich,rich,6436,55,repairs
754,25,male,2,rent,nan,nan,13925,43,repairs
755,65,male,3,own,quite rich,moderate,19950,14,education
756,62,female,3,free,rich,rich,3631,59,furniture/equipment
757,18,male,0,own,quite rich,moderate,9025,15,domestic appliances
758,39,female,3,free,rich,nan,15181,13,business
759,69,female,3,rent,quite rich,moderate,7053,24,radio/TV
760,34,female,3,free,nan,nan,3868,22,repairs
761,24,male,2,own,little,little,16955,22,furniture/equipment
762,42,male,0,rent,quite rich,nan,8479,35,furniture/equipment
763,62,male,0,rent,nan,nan,11553,54,business
764,21,male,0,rent,moderate,little,8267,11,radio/TV
765,53,male,2,free,rich,little,7778,29,domestic appliances
766,23,male,2,free,moderate,little,10351,18,furniture/equipment
767,48,female,2,rent,nan,rich,13289,33,domestic appliances
768,36,female,2,free,rich,nan,14356,42,education
769,61,female,1,own,nan,little,2640,21,business
770,71,female,3,free,quite rich,little,6749,46,radio/TV
771,56,female,0,rent,rich,little,16868,40,radio/TV
772,44,male,2,own,moderate,rich,12083,33,domestic appliances
773,27,male,0,rent,moderate,rich,17352,15,radio/TV
774,43,female,1,rent,moderate,little,1121,32,car
775,36,female,2,own,quite rich,little,302,47,domestic appliances
776,56,female,1,rent,little,rich,17400,45,education
777,20,male,2,own,moderate,little,8338,6,business
778,62,male,0,free,nan,nan,12404,50,car
779,30,male,3,own,nan,moderate,13852,52,radio/TV
780,67,male,1,free,little,rich,8519,20,domestic appliances
781,45,male,3,own,rich,moderate,19255,51,furniture/equipment
782,37,male,1,own,moderate,nan,14032,58,domestic appliances
783,45,male,2,rent,rich,moderate,11676,18,education
784,25,female,3,free,moderate,little,2482,37,car
785,58,female,0,own,rich,little,13087,11,radio/TV
786,56,male,0,own,moderate,moderate,6475,8,repairs
787,18,female,3,rent,little,nan,13750,11,car
788,20,male,0,rent,quite rich,rich,10282,20,business
789,30,female,0,free,moderate,little,17811,9,furniture/equipment
790,45,male,2,rent,nan,moderate,16876,41,education
791,74,male,3,own,moderate,rich,1668,7,repairs
792,66,female,3,own,nan,nan,309,50,car
793,42,male,1,own,moderate,rich,17428,28,education
794,73,female,2,rent,little,little,219,19,radio/TV
795,50,male,0,free,moderate,little,2745,12,domestic appliances
796,55,female,1,own,quite rich,little,3908,9,business
797,70,male,3,rent,rich,moderate,7167,11,repairs
798,23,female,1,own,nan,moderate,19612,22,car
799,61,male,3,rent,rich,rich,16796,17,business
800,62,female,0,free,nan,rich,15057,48,business
801,49,female,2,rent,quite rich,moderate,6839,46,repairs
802,62,female,2,free,little,moderate,7579,56,domestic appliances
803,64,female,0,free,little,little,4125,9,car
804,38,male,1,rent,nan,nan,4913,59,furniture/equipment
805,33,female,1,free,moderate,little,15506,59,car
806,71,male,2,rent,quite rich,moderate,11128,20,education
807,38,male,1,own,quite rich,rich,7565,51,repairs
808,28,male,0,free,quite rich,little,19952,28,domestic appliances
809,54,male,3,own,rich,little,19937,24,business
810,53,male,1,own,rich,moderate,15431,42,business
811,52,male,2,free,quite rich,nan,1821,18,repairs
812,36,male,2,rent,quite rich,rich,13606,21,education
813,37,male,0,rent,rich,moderate,4223,23,repairs
814,74,female,2,rent,nan,rich,1907,43,repairs
815,35,female,0,rent,rich,little,4819,41,repairs
816,64,male,1,own,moderate,moderate,5336,47,furniture/equipment
817,58,female,1,rent,quite rich,rich,9663,17,education
818,66,female,1,free,nan,little,10602,41,education
819,31,male,0,own,nan,rich,4128,32,radio/TV
820,32,female,2,rent,rich,nan,17666,55,education
821,48,female,0,own,nan,rich,9265,41,business
822,18,female,1,free,little,little,1363,15,domestic appliances
823,70,male,1,free,rich,nan,13929,49,business
824,71,male,1,rent,rich,moderate,9262,48,furniture/equipment
825,71,female,1,free,rich,moderate,2499,59,radio/TV
826,20,male,1,own,moderate,little,17854,11,business
827,33,male,0,free,little,nan,19352,27,business
828,40,female,1,rent,nan,little,10730,32,car
829,74,female,0,own,quite rich,moderate,1426,42,car
830,28,female,0,rent,little,little,17119,12,domestic appliances
